"Ano, Anoon, Daano",Ada,-
Nggolong,"Guling, Baring",-
Nggolias,Pisah,-
Nggung nggum,Genggam,-
Nggulos,Selimut,-
Ngguluk,Guntur,-
Ngoling,Gigi,-
Noa,Hati,-
Nirube,Tabrak,-
Noko,Itu,-
Nom,Enam,-
Noiyan,Kapan,-
Noiyuan,Lusa,-
Nunuton,Cerita,-
Ode,Iya,-
Oak,Pinggang,-
Obos,Bagi,-
Obulus,Turun,-
Obut,Maras,-
Odoon,Jauh,-
Oila,Apa,-
Ojob,Jamur,-
Okoliio,"Akali, Bohongi",-
Okoot,Hubungkan,-
Oli,Beli,-
Olinea,"Alis, Kening",-
Oloang,Kapak,-
Olungun,Kuku,-
Olumon,Mimpi,-
Ompol,Tambal,-
Oniki,Kelelawar,-
Ongkos,Biaya,-
Onggimal,Penasaran,-
Onsulang,Duduk,-
Onsuun,Junjung,-
Ontokii,Isi,-
Omoi,Asmah,-
Omoang,Bulu Roma,-
Onuus,Cumi-cumi,-
Opuut,Meledak,-
Oosan,Tanda,-
Osoan,Kawin,-
Asobii,Lepas,-
Osuut,Lompat,-
Osulen,Menari,-
Ototong,Kumpul,-
Oyuboiyo,Pelihara,-
Otulak,Renang,-
Otunggul,Nasehat,-
Oyop,Dada,-
Oyok,Empedu,-
"Paapa, Tama","Papa, ayah",-
Pagar,Pagar,-
Pailukene,Beritahu,-
Bansang,Ragu,-
Paisu,Air,-
Pau,Anak,-
Pajal,Fajar,-
Pakadak,Capek,-
Pakamumul,Menggerutu,-
Pakanggi,Pemegang Adat,-
Pakaut,Jarum,-
Pake,Pakai,-
Pakol,Luka,-
Pakon,Pergi,-
Pakua,Jambu Air,-
Pakuli,Obat,-
Palapinis,Gerimis,-
Palate,Penawan,-
Palele,Jual,-
Palias,Pencegah,-
Palias,Pamali,-
Palisauk,Berbisik,-
Palingkuk,Kaku,-
Palong,Lempar,-
Palos,Putar,-
Pios,Rubah,-
Palus,Pendek,-
Pamo,Sudah,-
Panga,Cabang,-
Pangaseasea,Pembujuk,-
Pantis,Gusi,-
Pantan,Larang,-
Papai,Pipi,-
Paiil,Kipas,-
Papal,Dampar,-
Paseda,Gelang,-
Pasu,Pojok,-
Patalap,Peniti,-
Patalop,Penutup,-
Patalik,Pengikar,-
Pataal,Pencegah,-
Patalabi,Penyelamat,-
Patauk,"Timbah, Gayung",-
Patol,Potong,-
Patoo,Pelampung,-
Palus,Pendek,-
Patuk,Pelit,-
Pau,Anak,-
Dodomi,Ari-ari,-
Peakak,Geli,-
Peepende,"Rendah, Pendek, Dangkal",-
Peepeku,Burung Puyuh,-
Peeput,Tahi lalat,-
Peka,Pancing,-
Pekeali,Jagoan,-
Pekeei,"Rias, Pakai",-
Peku,Bengkok,-
Pelenggene,Sampaikan,-
Pengite,Pisau,-
Pepedek,Lembek,-
Pedek,Remas,-
Pepelako,Lembah,-
Petak,Lumpur,-
Piada,Olok,-
Pies,Putar,-
Pinotama,"Om, Tante",-
Piis,Peras,-
Piit,Pejam,-
Pinaanak,Keponakan,-
Pinga,Kembar,-
Pinggan,Piring,-
Pinotama,Paman,-
Pinotina,Bibi,-
Pintal,"Kemarau, Matahari",-
Pintanga,Separuh,-
Pilit,Pulut,-
Pioto,Adik,-
Pipil,Nyamuk,-
Pipiit,Mengantuk,-
Pisok,Buta Mata,-
Pisuu,Fitnah,-
Pitu,Tujuh,-
Pituu,Kepastian,-
Pobilat,Api,-
Poi-poisik,Kecil,-
Poki-poki,Terong,-
Pok,Cekik,-
Pokkana,Sama,-
Polisauk,Berbisik,-
Pololoba,Pendek,-
Polong,Sampai,-
Ponga,Bisu,-
Pansona,Obor,-
Ponoton,Tersumbat,-
Pontina,Betina,-
Poogagai,Bertengkar,-
Poolu,Tungku,-
Pomenggon,"Sepakat, Bersatu",-
Popidolon,Lansat,-
Popiisi,Jeruk,-
Pikikon,Pikir,-
Popooko,Malam,-
Dowa,Pagi,-
Popondongoli,Berita,-
Sangkal,Dinding,-
Popot,"Sumbat, Halang",-
Popuut,Sanggul,-
Possala,Berselisih,-
Possala,Lalat,-
Posikang,Saku,-
Posiuk,Sendok Makan,-
Posos,Pinang,-
Posos,Pingsan,-
Bulutui,Bambu Kecil,-
Pososung,"Bertemu, Berjumpa",-
Potolos,Penebus,-
Pongoli,Pembeli,-
Pottoli,Penjaga,-
Potil,Kelapa,-
Potinggal,Bercerai,-
Sasa,Kucing,-
Pupui,Bersiul,-
Puli,Keluarga,-
Puloson,Ramalan,-
Pulo-Puloso,Jantung,-
"Pulut, Ala",Ambil,-
Pupul,Hangus,-
Pupuui,Petik,-
Pupus,Selesai,-
Pusoi,Pusat,-
Puuk,Kentut,-
Puul,Tiup,-
Rame,Ramai,-
Rasung,Racun,-
Rubak,Rombak,-
Ruet,"Ungkit, Cungkil",-
Sasol,Bergeser,-
Saasul,Mondar-mandir,-
Biol,Pindah,-
Saake,Meraba,-
Saang,Masak,-
Saapi,Sapi,-
Sasa,Kucing,-
Salabatan,Sahabat,-
Sabol,Pinjam,-
Sabuung,Sabun,-
Damut,Kacau,-
Sadai,Tanya,-
Saiibong,Dukung,-
Sail,Iris,-
Sagu,Sagu,-
Sak,Ragu,-
Sakal,Sekarat,-
Sakakon,Tanam,-
Sakat,Seratus,-
Sake,Bertengkar,-
Sakisaa,Siksa,-
Sakisii,Saksi,-
Sakul,Lempar,-
Salaan,Hadapan,-
Salabai,"Banci, Bencong",-
Salaka,Sapu,-
Salaka,Perak,-
Saliduut,Pojok,-
Salita,Cerita,-
Sali,Miring,-
Salual,Celana,-
Saluk,Cukur,-
Salusin,Selusin,-
Sam,Asma,-
Samaya,Hutang,-
Samat,Sumpit,-
Samba-sambat,"Kandas, Sangkut",-
Sambaing,Bersin,-
Sambu,Nama,-
Sambumo,Terserah,-
Sambu-sambumo,Sembarang,-
Olonio,Cukup,-
Sampa,Cimpeda,-
Sampe,Gantung,-
Sampoulu,Kerudung,-
Sampu,Singgah,-
Sanal,Gurindam,-
Sanaang,"Gembira, Senang",-
"Sandung, Sabua",Gubuk,-
Sando,Dukun Beranak,-
Sangkap,Empat,-
"Sangkup, Sangol",Tutup,-
Bindana,Ular,-
Sanggaraup,Terbalik,-
Sao,Buah,-
Saput,Seluruh,-
"Sapit, Sookon",Sembunyi,-
Sasakan,Terjal,-
Sasakaan,Berlabuh,-
Sasaal,Menyesal,-
Sasap,Sayat,-
"Buasasak, Sasak",Gerimis,-
Sasampe,Cukup,-
Saibino,Semua,-
Salaan,Hadap,-
Sasangkil,Gelas,-
Saut,Gosok,-
Sau,Darah,-
Sayi,Mahar,-
Seasa,Kerikil,-
Tumpak,Katak,-
Seledee,Cerdik,-
Seket,"Cepat, Selalu",-
Seeka,Usir,-
Seeleon,Rantau,-
Sembeleng,Sebelah,-
Selekan,Cerek,-
Selese,"Guntur, Petir",-
"Seng, Doi",Uang,-
Seselet,Berpencar,-
Sepa,Tendang,-
Sia,Buru-buru,-
Doi,Di,-
Siak,Robek,-
Sidak,Hidang,-
Sidola,Undang,-
Sidu,Sisir,-
Siinga,Tagi,-
Sikkait,Celana Dalam,-
Sikkala,Ubi Jalar,-
Sikal,"Penuh, Padat",-
Sikol,Lingkar,-
Bungkang,Kepiting,-
Silaabo,"Anak Tiri, Ibu Tiri, Ayah Tiri",-
Silaka,Celaka,-
Sile,Juling,-
Silel,Melotot,-
Silep,Pandang,-
Silolowa,Pamit,-
Simbat,Bergerak,-
Simbu,Bangun,-
Simbil,Jenggot,-
Simput,Ikat,-
Sabuak,Tebar,-
Sinabuak,Ditebar,-
Sebaeat,Hadiah,-
Sinanga,Goreng,-
Sakul,Lempar,-
Sakakon,Tanam,-
Salaan,Hadapan,-
Siing,Ganggu,-
Singkape,Sergap,-
Singkolung,"Kebas, Keram",-
Singkut,Bantu,-
Singkil,Sentuh,-
Singgat,Serentak,-
Simbu,Bangun,-
Siniton,Dihisap,-
Bolii,Ganti,-
Sinolon,Sesajen,-
Suuki,Cari,-
Sukat,Ukur,-
Sunat,Sunat,-
Sintubo,Kehidupan,-
Tubo,Hidup,-
Sintak,Tarik dengan Cepat,-
Sio,Kecuali,-
Sio,Sembilan,-
Siongolingo,Tepi Pantai,-
Sion,Kasihan,-
Siokai,Jika,-
Sipat,"Sifat, Perilaku",-
Sisil,Menepi,-
Sipot,Musibah,-
Sisidol,Canggung,-
Sisil,Keliling,-
Sit,Sperma,-
Siukon,Muda,-
Siya,Keburu,-
Soan Tanga,Ruang Tengah,-
Soaan,Lantai,-
Soano,Pasangannya,-
Soboli,Ganti,-
Sobonunuan,Semalaman,-
Sobinduk,Secuil,-
Sogang,Siri,-
Sogang Bukono,Jerawat,-
Sogot,Ikat Ketat,-
Soi,Jahe,-
Soisik,Sedikit,-
"Soisobit, Naapa",Sebentar,-
Soisolot,Cincin,-
Sok,Menahan,-
Soe,Sial,-
Sokoii,Angin Ribut,-
Sokoot,Seikat,-
Sol,Udang,-
Solitan,Tulisab,-
Solit,"Tergores, Belang",-
"Solinsau, Linggous",Embun,-
Solii,Campur,-
"Soloiba, Daok",Saudara Ipar,-
Sololon,Seribu,-
Solo,Korek Api,-
Bokol,Ombak,-
Solonsong,Gelombang,-
Solunsung,Bertepatan,-
Som,Selimut,-
Somba,"Menyembah, Tunduk",-
Sompo,"Berlindung, Bernaung",-
Somponggon,"Dihalangi, Terhalang",-
Song,Hidung,-
"Songkot, Sompoyon",Batuk,-
Sool,"Karam, Tenggelam",-
"Sooman, Boan","Bau, Busuk",-
"Soodo, Boolu",Baru,-
"Sookon, Sapit",Sembunyi,-
Soopon,Selam,-
Soowan,"Laju, Cepat",-
Songko,"Kopia, Peci",-
"Songkoron, Bubut","Buta, Rabun",-
Songulo,Sepuluh,-
Songulo Meeng,Sebelas,-
Songulo Lua,Dua Belas,-
Songulo Tolu,Tiga Belas,-
Songulo Sangkap,Empat Belas,-
Songulo Lima,Lima Belas,-
Songulo Nom,Enam Belas,-
Sangulo Pitu,Tujuh Belas,-
Songulo Alu,Delapan Belas,-
Songulo Sio,Sembilan Belas,-
Lua Korono,Dua Puluh,-
Soni,Kuning,-
Sontok,"Sedikit, Setetes",-
Kokiil,Menangis,-
Tempaisu,Kencing,-
Sosibandung,"Cenderung, Candung",-
Sosiduk,Tombak,-
Sosimbu,Terbangun,-
Sop,Berteduh,-
Sopi,Tobat,-
sopii,Bertunas,-
Sopok,"Celup, Benam",-
Sopoyon,Batuk,-
Sosuk,Tampung,-
Totungkeleng,Jongkok,-
Sosuul,Gasim,-
Sosuung,Temu,-
Tesung,Terlahir,-
Sosumpok,Tiba-tiba,-
Sot,Ikat,-
Sou Solut,Cincin,-
sowaan,Lantai,-
Suak,capek,-
Sualapen,Munafik,-
Sua,Bakar,-
Pandoli,Linggis,-
Suano,"Agar, Supaya",-
"Suba, Somba",Sembah,-
Subot,Muncul,-
Lubat,Datang,-
Sukat,Ukur,-
Sukato,Sekedar,-
Sukal,Kesulitan,-
Sul,Putar,-
Sula,Balik,-
Sulat,"Syair, Pantun",-
Sulamak,Rebus,-
Sulok,Duri,-
Sulung,Tanggungjawab,-
Suman,"Nasi Jaha, Nasi Bambu, Lemang",-
Sumbai,Cengkok,-
Sumbol,"Melotot, Muncul",-
Sumbolio,"Suruh, Perintahkan",-
Sumbil,"Jenggot, Kumis",-
Sumit,Duri,-
Sunat,Khitan,-
Sung,Mulut,-
Toiyomo,Sudah Tahu,-
Sungkoloyo,Setengah Hari,-
Sungkape,Pergoki,-
Sunsung,Sendirian,-
Subot,Muncul,-
Pakuli,Obat,-
Supet,Bengkok,-
Susu,Susu,-
Susum,Ikan,-
Susuukon,Nakal,-
Susup,Rokok,-
Sut,Lompat,-
Suungi,Tambah,-
Suung,Tambah,-
Suuki,Cari,-
Suweete,Cungkil,-
Suwe-suwele,Sendiri-sendiri,-
Katidon,Mungkin,-
Taabuang,Serangga,-
Taadon,Tadi,-
Taan,Tahan,-
Taate,Nenek,-
Taame,Sambung,-
Taap,"Raba, Pegengan Hidup",-
Taba,"Tuang, Curah",-
Tabaak,Runtuh,-
Tabangkas,"Rugi, Bangkrut",-
"Mosiak, Taberek","Robek, Sobek, Koyak",-
Tabas,"Potong, Tebas",-
Tawan,"Gendong, Tawan",-
Tabasasiak,Tercecer,-
Tosula,Terbalik,-
Lalau,Telanjang,-
Tabo,"Muda, Mulai",-
Tadi,Sabung,-
Tadungkalang,Cacing,-
Taduno,Tanjung,-
Kabi,Hampir,-
Taipa,Mangga,-
Tak,Bunyi,-
Takundeng,Anak Anjing,-
Talalais,"Hina, Miskin",-
Talap,Kancing,-
Talau,Titipan,-
Talalawu,Telanjang,-
Talapu,Dukun,-
Talidu,Pancuran,-
Talong,Jerat,-
Talop,Tutup,-
"Tam, Tame",Sambung,-
Tama,"Papa, ayah",-
Tamis,Rasa,-
Tambalang,Danau,-
Tambi,Sumpah,-
Tambo,"Upah, Gaji, Sewa",-
Tambong,Wajah,-
Dudus,"Muka, Wajah",-
Tambongan,"Ganteng, Cantik",-
Tambu,Nenek-nenek,-
Tambun,Timbun,-
Tampidung,Termenung,-
Tampoyok,Pesuruh,-
Tandalo,Pelangi,-
Tandanda,Ridu,-
Tandanda,Tundun Pisang,-
"Tando, Dodi",Gila,-
Tangalin,"Sembuh, Lepas",-
Tangkul,Pikul,-
Tangaal,Tergoyang,-
Tangalkon,Mengarah,-
Tanga,Tengah,-
Tangala,Terambil,-
Tangabos,Tersimpan,-
Tangampason,Terhamparkan,-
Tangaiyo,Damaikan,-
Tangalibot,Terkilir,-
Tangunan,Bantal,-
Tange,Kejauhan,-
Tangalin,"Sembuh, Lepas",-
Tanggal,Terpuji,-
Tano,Tanah,-
Tanom,Tanam,-
Tapak,Tajam,-
Tapak,Jalan,-
Tapapal,Terdampar,-
Tapas,"Potong, Tebas",-
Tapaya,Pepaya,-
Tape,Terbang,-
Tapi,Hantam,-
Tapu,Jangkar,-
Tarungku,Penjara,-
Tatapon,Pintu,-
Tatal,Cincang,-
Taus,Pergi,-
Tauwa,Kakek,-
Tawupe,"Alami,Rasakan",-
Teali,Jadi,-
Tealian,Waktu/Tempat Kejadian,-
Tebeke,Tusuklah,-
Tinobok,Ditikam,-
Tebeas,Berserakan,-
Tebelaka,Terbuka,-
Teberek,Robek,-
Teenak,"Asuh, Jaga",-
Teteek,Jambu,-
Teeni,Rendam,-
Tek,Bunyi,-
Tekelebus,Terbuang,-
Tatanggakon,Nampak,-
Taus,Pergi,-
Telea,Sarang,-
Telem,Meresap,-
Tembeluk,Lumut,-
Tembus,Basah,-
Temeneno,"Tuhan, Allah SWT",-
Tempaisu,Kencing,-
Tempus,Berak,-
Teme,Berak,-
Tempono,Zaman,-
Ten,Janjian,-
Tendenge,Mampu,-
Teng,Bunyi,-
Tengekon,Menonjol,-
Tengkul,Ketuk,-
Tepek,Tanda,-
Tepekan,Tangga,-
Tetel,Nasib,-
Teteba,Pesan,-
Tiali,Jadi,-
Tianam,Hamil,-
Tias,Buat,-
Tibolum,Asap,-
Tidol,"Keras, Tegar",-
Tigo,Rokok,-
Tiilon,Kapur Sirih,-
Tiili,Tunggu,-
Tobok,Tusuk,-
Tikakon,Banting,-
Tikal,Tikar,-
Tilis,"Saring, Tapis",-
Timban,Sahut,-
Timbang,Sekitar,-
Timabangi,hampiri,-
Timbu,Langit,-
Timus,Kecup,-
Timusi,Burung,-
Timuson,Garam,-
Tina,"Ibu, Mama",-
Taba,"Tuang, Curah",-
Tinaap,Diraba,-
Tindik,Menyalakan,-
Tindo,Gila,-
Tininggal,Cerai,-
Tingkouk,Bisul,-
Tinudak,Injak,-
Tinunei,Ditampung,-
Tinuloi,Ditetes,-
Tobk,Muncul,-
Tobong ,Tempurung,-
Tobos,Dewasa,-
Toboso,Mengerti,-
Tobu,Tebu,-
Tobui,Laut,-
Tobulus,Keguguran,-
Tobunan,Belanga,-
Todal,Sempat,-
Toiyo,Tahu,-
Toipi,Kupas,-
Tokolong,Tertarik,-
Tokoluan,Pelabuhan,-
Tolingai,Telinga,-
Toliing,Menghilang,-
Tolibo,Mendaki,-
 Tolimi,Lupa,-
Toloto,Terpatah,-
Tolu,Tiga,-
Toluwo,Teriak,-
Tolutok,Otak,-
Tombuan,Bambu,-
Tooda,Pesan,-
Toon,Janji,-
Tooni,Rendam,-
Toota,Coba,-
Toruwe,Muntah,-
Totibalat,Melintang,-
Totoboi,Tersiram,-
Totobo,"Rajin, Kaya",-
Totol,Tegak,-
Totolong,Cacing,-
Totoi,Pangkas,-
Totuku,"Tunduk, Ruku",-
Tutungkeleng,Jongkok,-
Totumai,Gelar,-
Totulelang,Tergenang,-
Totulai,Penghinaan,-
Tubo,Hidup,-
Tuas,Pintas,-
Tuban,Air Ketuban,-
Tudang,Injak,-
Tude,Gantung,-
Tudo,Tunjuk,-
Tuk,Terus,-
Tukuk,Patuk,-
Tukon,"Dengan, Dan",-
Tula,"Teman, Kawan",-
Tulak,Renang,-
Tulo,Bocor,-
Tumbu,Cucu,-
Tundum,Cerita,-
Tune,Tampung,-
Tuong,Jatuh,-
Tupe,Ludah,-
Tutuan,Lesung,-
Tuutu,Raja,-
Ubang,Banting,-
Ubanon,Ubanan,-
Ubanggon,Baring,-
Udan,Hujan,-
Udu,Tunduk,-
Uduli,Maki,-
Ugaat,Barangkali,-
Ukul,Takdir,-
Ulik,Adik,-
Uling,Kemudi,-
Uloy,Ulat,-
Ulu,Kepala,-
Ulung,Kuku,-
Umbas,Hantam,-
Umbos,Keringat,-
Umos,Gelisah,-
Una,Sampah,-
Unga,Manja,-
Unggot,Goyang,-
Unsung,Junjung,-
Upa,Sesal,-
Usaa,Doa,-
Usai,Bebas,-
Usal,Kecewa,-
Usok,Masuk,-
Uwak,Kocok,-
Uwang,Panggil,-
Wenggon,Jalan,-
Wuba,Dukung,-
Wubang,Banting,-
Wuduli,Maki,-
Wumu,Bisul,-
Wuni,Bunyi,-
Wutang,"Denda, Sanksi",-
Wutas,Pembatas,-
Yaiyaa,Terserah,-
Yalunggon,"Lalu, Segera",-
Yanggene,Segani,-
Yase,"Suka, Mau",-
Yinda,Ayo,-
Yinai,Jangan,-
Yinggot,Goyah,-
Yilei,Pilih,-
Yilee,Siapa,-
Yinoon,Kalung,-
Yiyos,Gelisah,-
Yoo,Iya,-
Yoyop,Dada,-
